Date,SOXL,SOXL,SOXS,SOXS,SPXL,SPXL
6/12/2018,11.877333,7593000,1114.800049,17555,47.93,2306600
6/13/2018,11.836667,8608500,1118.400024,13288,47.380001,2617100
6/14/2018,12.039333,8094000,1099.199951,13800,47.75,2214800
6/15/2018,12.016,10308000,1101.599976,19621,47.560001,2351900
6/18/2018,11.646667,12819000,1135.199951,27405,47.23,2556700
6/19/2018,11.239333,14991000,1170,39369,46.689999,3410900
6/20/2018,11.416,7033500,1153.199951,13338,46.959999,2782900
6/21/2018,10.988,9858000,1196.400024,20008,46.049999,3239100
6/22/2018,10.733333,5146500,1226.400024,16309,46.25,1835900
6/25/2018,9.785333,16000500,1333.199951,59596,44.400002,7442900
6/26/2018,9.888,7869000,1318.800049,22635,44.650002,2959600
6/27/2018,9.160667,12337500,1416,39213,43.52,4772500
6/28/2018,9.392,10029000,1378.800049,26498,44.34,3977500
6/29/2018,9.433333,8799000,1372.800049,21768,44.540001,3857900
7/2/2018,9.607333,8422500,1347.599976,25792,44.669998,4088400
7/3/2018,9.064,7272000,1420.800049,15468,44.169998,1803400
7/5/2018,9.797333,10789500,1309.199951,22155,45.259998,2870400
7/6/2018,10.167333,14602500,1261.199951,22843,46.369999,4119900
7/9/2018,10.357333,10915500,1236,16717,47.68,3152200
7/10/2018,10.681333,11608500,1197.599976,17358,48.139999,2952400
7/11/2018,9.852,16504500,1291.199951,31232,47.169998,3519500
7/12/2018,10.063333,13414500,1263.599976,14754,48.360001,3730300
7/13/2018,9.934667,6973500,1279.199951,13393,48.450001,2323400
7/16/2018,9.894,6094500,1285.199951,10773,48.349998,1436200
7/17/2018,10.332667,10303500,1227.599976,14317,48.93,3225300
7/18/2018,10.556,9042000,1201.199951,14038,49.220001,2005400
7/19/2018,10.478667,7416000,1209.599976,15255,48.639999,2648300
7/20/2018,10.325333,6780000,1228.800049,16015,48.509998,2139000
7/23/2018,10.368667,8800500,1222.800049,21408,48.77,1643600
7/24/2018,10.034,10236000,1263.599976,25923,49.41,3432200
7/25/2018,10.191333,14748000,1243.199951,29973,50.779999,3646000
7/26/2018,10.745333,16359000,1174.800049,25038,50.330002,2383900
7/27/2018,10.590667,12807000,1191.599976,37324,49.330002,3060200
7/30/2018,10.289333,10194000,1226.400024,24284,48.48,2313900
7/31/2018,10.481333,7806000,1201.199951,20403,49.189999,2551100
8/1/2018,10.424,6054000,1208.400024,15855,49.029999,2450800
8/2/2018,10.747333,7603500,1172.400024,24128,49.73,2931700
8/3/2018,10.8,4069500,1167.599976,11189,50.41,1928300
8/6/2018,10.994667,5463000,1146,14575,50.959999,2344700
8/7/2018,11.264,5655000,1118.400024,11525,51.439999,2416900
8/8/2018,11.35,4932000,1108.800049,9866,51.380001,1851800
8/9/2018,10.998667,6726000,1144.800049,13001,51.16,1871400
8/10/2018,10.17,16897500,1228.800049,33074,50.099998,2915300
8/13/2018,10.21,9745500,1226.400024,25588,49.52,3362100
8/14/2018,10.179333,5463000,1231.199951,13309,50.450001,2305700
8/15/2018,9.76,12493500,1281.599976,38154,49.360001,4301800
8/16/2018,9.692,8014500,1287.599976,19034,50.509998,3019000
8/17/2018,9.470667,12708000,1316.400024,28605,51,3372100
8/20/2018,9.448667,8164500,1320,18913,51.34,2516800
8/21/2018,10.008,10276500,1242,20791,51.66,2456300
8/22/2018,10.139333,8587500,1226.400024,19447,51.610001,2035400
8/23/2018,10.174,7741500,1222.800049,22133,51.369999,2146900
8/24/2018,10.611333,8875500,1168.800049,21152,52.25,2470200
8/27/2018,11.108667,16623000,1116,39612,53.48,3019000
8/28/2018,11.237333,11250000,1101.599976,31794,53.630001,2224800
8/29/2018,11.330667,7524000,1094.400024,17154,54.450001,2130000
8/30/2018,11.012,9526500,1124.400024,28628,53.75,2677900
8/31/2018,11.2,4807500,1105.199951,16337,53.75,2799300
9/4/2018,11.457333,8767500,1078.800049,25688,53.5,2390200
9/5/2018,11.292667,6303000,1095.599976,29103,53.09,2584500
9/6/2018,10.386667,13224000,1182,36846,52.599998,2514500
9/7/2018,10.260667,8241000,1197.599976,29222,52.189999,2650600
9/10/2018,10.595333,5392500,1159.199951,17372,52.490002,1730500
9/11/2018,10.278667,8391000,1192.800049,26732,53.049999,1957000
9/12/2018,9.926,19008000,1231.199951,44698,53.07,2661100
9/13/2018,10.275333,13285500,1191.599976,44112,53.939999,1817700
9/14/2018,10.608667,9342000,1153.199951,32291,53.959999,1873600
9/17/2018,10.133333,6747000,1202.400024,30121,53.09,1709500
9/18/2018,10.418,6496500,1168.800049,27036,53.919998,1700500
9/19/2018,10.477333,4318500,1161.599976,16010,54.119999,1218800
9/20/2018,10.838,9111000,1120.800049,31267,55.380001,2039700
9/21/2018,10.740667,5826000,1134,21459,55.25,2134900
9/24/2018,10.854667,5310000,1120.800049,19513,54.73,2156000
9/25/2018,10.284667,10809000,1174.800049,23438,54.41,1670000
9/26/2018,9.994667,5340000,1207.199951,18360,53.900002,1894500
9/27/2018,10.124,3802500,1190.400024,14410,54.34,1622200
9/28/2018,10.307333,7743000,1168.800049,21941,54.32,1493000
10/1/2018,10.393333,6400500,1159.199951,18973,54.889999,1943400
10/2/2018,10.41,8142000,1160.400024,23765,54.799999,1228300
10/3/2018,10.427333,7701000,1155.599976,23448,54.919998,1638500
10/4/2018,9.866667,15123000,1220.400024,36086,53.610001,4263400
10/5/2018,9.17,22242000,1305.599976,48953,52.790001,4200900
10/8/2018,8.844667,12891000,1348.800049,40321,52.66,3714700
10/9/2018,8.837333,7024500,1353.599976,33525,52.459999,3446900
10/10/2018,7.664667,26956500,1531.199951,82134,47.490002,9485400
10/11/2018,7.420667,20209500,1581.599976,79783,44.27,14318800
10/12/2018,7.834,13690500,1490.400024,35838,46.169998,8069400
10/15/2018,7.624667,8487000,1530,23235,45.349998,4841800
10/16/2018,8.371333,10891500,1378.800049,30734,48.220001,5154900
10/17/2018,8.265333,9156000,1398,16139,48.279999,5035100
10/18/2018,7.646667,15177000,1504.800049,52038,46.25,6828500
10/19/2018,7.286,14745000,1574.400024,54907,46.060001,6193400
10/22/2018,7.428,8202000,1543.199951,57990,45.52,4825900
10/23/2018,7.308667,20764500,1569.599976,93238,44.740002,7697800
10/24/2018,5.863333,29644500,1880.400024,107043,40.689999,9348200
10/25/2018,6.262,15933000,1749.599976,82554,42.919998,6732000
10/26/2018,5.928667,19084500,1843.199951,139437,40.560001,10652300
10/29/2018,5.754,15058500,1897.199951,69274,39.869999,8851100
10/30/2018,6.47,18321000,1660.800049,49653,41.720001,6286900
10/31/2018,6.702667,14517000,1599.599976,33078,43.009998,6174000
11/1/2018,7.625333,19780500,1378.800049,64986,44.389999,4317600
11/2/2018,7.283333,18301500,1440,58682,43.48,6079700
11/5/2018,7.096,12534000,1477.199951,39843,44.240002,2801900
11/6/2018,7.353333,7428000,1425.599976,28883,45.080002,2298000
11/7/2018,7.617333,13149000,1372.800049,33073,47.889999,4159300
11/8/2018,7.517333,8494500,1392,29004,47.66,2813900
11/9/2018,7.098,8788500,1468.800049,44678,46.330002,4498600
11/12/2018,6.168,15409500,1663.199951,58933,43.639999,5285200
11/13/2018,6.396,10953000,1597.199951,37338,43.400002,4814300
11/14/2018,6.470667,10629000,1578,24930,42.52,5201200
11/15/2018,7.125333,14431500,1419.599976,38841,43.869999,6201800
11/16/2018,6.870667,12009000,1468.800049,53801,44.119999,4776100
11/19/2018,6.071333,13630500,1639.199951,53020,42.080002,5329900
11/20/2018,6.1,21753000,1633.199951,57859,39.630001,7919500
11/21/2018,6.172667,10492500,1611.599976,21762,40.009998,3872800
11/23/2018,6.17,5686500,1612.800049,11957,39.200001,1819200
11/26/2018,6.518667,10636500,1522.800049,16112,41,3589000
11/27/2018,6.560667,7797000,1514.400024,17857,41.400002,3522500
11/28/2018,7.011333,11701500,1407.599976,29069,44.27,5697300
11/29/2018,6.844667,6813000,1443.599976,20793,43.970001,4628200
11/30/2018,7.126,9060000,1382.400024,14961,44.860001,4103300
12/3/2018,7.702,18288000,1272,24645,46.5,6058500
12/4/2018,6.578667,18252000,1454.400024,36182,42.099998,7951500
12/6/2018,6.470667,21013500,1478.400024,63164,41.860001,9950000
12/7/2018,5.746,19045500,1644,64615,38.889999,9520200
12/10/2018,5.989333,14008500,1574.400024,39386,39.080002,8545900
12/11/2018,6.095333,23953500,1548,40114,39.09,7198200
12/12/2018,6.365333,17592000,1479.599976,29628,39.689999,6801600
12/13/2018,6.294667,13446000,1497.599976,25984,39.610001,5364800
12/14/2018,6.026,10413000,1561.199951,37547,37.439999,6949600
12/17/2018,5.8,15946500,1620,40240,35.27,9401900
12/18/2018,6.029333,13204500,1554,51013,35.099998,7564200
12/19/2018,5.267333,29062500,1750.800049,66548,33.369999,11983300
12/20/2018,5.132667,19387500,1796.400024,54137,31.879999,13724900
12/21/2018,4.897333,19287000,1879.199951,58073,29.91,12712400
12/24/2018,4.472,13795500,2038.800049,46162,27.540001,7749400
12/26/2018,5.240667,17737500,1688.400024,59888,31.530001,13894400
12/27/2018,5.338667,12370500,1645.199951,25928,32.200001,14909600
12/28/2018,5.451333,17269500,1611.599976,48249,32.009998,13116100
12/31/2018,5.554667,12660000,1582.800049,40543,32.900002,9072100
1/2/2019,5.702,13147500,1540.800049,64029,32.93,10629200
1/3/2019,4.688667,28599000,1810.800049,111697,30.49,10652700
1/4/2019,5.294667,17604000,1574.400024,45630,33.57,13208800
1/7/2019,5.605333,16641000,1486.800049,25478,34.380001,7787400
1/8/2019,5.519333,14445000,1506,50328,35.310001,7245700
1/9/2019,5.946,17928000,1393.199951,56564,35.830002,7309500
1/10/2019,6.113333,12975000,1352.400024,42488,36.23,5935800
1/11/2019,6.284,12399000,1314,43884,36.240002,5612300
1/14/2019,5.986667,10731000,1375.199951,39555,35.580002,3991500
1/15/2019,6.026,14590500,1368,40589,36.810001,6128400
1/16/2019,5.878667,10257000,1399.199951,33006,37.02,5783700
1/17/2019,6.082,15876000,1352.400024,56722,37.91,5419400
1/18/2019,6.499333,15720000,1258.800049,59028,39.349998,7009700
1/22/2019,5.952667,18655500,1365.599976,66616,37.810001,7651500
1/23/2019,5.828667,15681000,1394.400024,58701,37.959999,7529400
1/24/2019,6.825333,32491500,1156.800049,122721,38.060001,6140600
1/25/2019,7.261333,17100000,1082.400024,60788,39.099998,6643200
1/28/2019,6.818667,14305500,1146,67852,38.139999,5606700
1/29/2019,6.524,9061500,1196.400024,44504,37.939999,4434800
1/30/2019,7.09,14400000,1093.199951,51723,39.740002,7311100
1/31/2019,7.095333,10894500,1093.199951,50271,40.799999,8228200
2/1/2019,7.343333,10723500,1053.599976,52532,40.830002,5232200
2/4/2019,7.454,4450500,1039.199951,26712,41.689999,3941400
2/5/2019,7.558,9172500,1024.800049,35722,42.209999,5332000
2/6/2019,8.165333,17931000,943.200012,74393,42.049999,3422300
2/7/2019,7.62,18687000,1004.400024,54222,40.82,7435000
2/8/2019,7.588667,10705500,1008,53979,40.939999,4921000
2/11/2019,7.697333,8164500,993.599976,31412,41.029999,4301800
2/12/2019,8.182667,13083000,932.400024,45309,42.610001,4793900
2/13/2019,8.254,12480000,922.799988,41122,42.98,5265700
2/14/2019,8.318667,11575500,915.599976,39634,42.689999,6092300
2/15/2019,8.453333,10102500,903.599976,42201,44.07,5479200
2/19/2019,8.398667,7548000,907.200012,27500,44.299999,3781800
2/20/2019,8.63,9694500,884.400024,42032,44.560001,4334600
2/21/2019,8.44,11476500,903.599976,41833,44.07,4584300
2/22/2019,8.703333,12757500,876,32891,44.91,6849300
2/25/2019,8.922,12519000,853.200012,39653,45.080002,5170800
2/26/2019,8.737333,8319000,870,28853,44.970001,3184700
2/27/2019,8.428667,15036000,902.400024,46690,44.869999,3532500
2/28/2019,8.449333,7447500,900,26156,44.580002,3285400
3/1/2019,8.67,10362000,874.799988,32083,45.450001,4277000
3/4/2019,8.674,14767500,874.799988,40830,44.889999,7861700
3/5/2019,8.55,7974000,888,30004,44.740002,3892000
3/6/2019,8.132,14940000,932.400024,51550,43.880001,4328000
3/7/2019,7.855333,15607500,962.400024,77747,42.82,6250700
3/8/2019,7.842667,12711000,963.599976,57853,42.529999,6224800
3/11/2019,8.402,12825000,895.200012,50701,44.400002,3862500
3/12/2019,8.5,10372500,884.400024,39685,44.869999,3725800
3/13/2019,8.604,8331000,874.799988,34300,45.759998,4906400
3/14/2019,8.457333,6633000,890.400024,32567,45.650002,4317000
3/15/2019,9.186,22909500,812.400024,83257,46.330002,5508800
3/18/2019,9.126,10273500,818.400024,30078,46.779999,4443100
3/19/2019,9.478667,13689000,783.599976,58691,46.860001,5591700
3/20/2019,9.208667,13167000,806.400024,50464,46.389999,7504000
3/21/2019,10.163333,21321000,721.200012,109562,47.919998,7996700
3/22/2019,9.298667,18607500,782.400024,87068,45.18,10391500
3/25/2019,8.944,23959500,813.599976,94002,45.02,8812400
3/26/2019,9.216,17310000,788.400024,59804,46.029999,7547000
3/27/2019,8.812,19968000,823.200012,74025,45.34,7767600
3/28/2019,8.766,11520000,826.799988,45147,45.869999,5779200
3/29/2019,9.169333,12793500,788.400024,58011,46.759998,6036900
4/1/2019,9.844667,18229500,730.799988,70444,48.360001,4310000
4/2/2019,9.876,8290500,728.400024,29824,48.41,2783500
4/3/2019,10.548667,30327000,679.200012,114604,48.650002,4911200
4/4/2019,10.588667,14100000,678,56594,49.009998,4480600
4/5/2019,10.830667,7863000,661.200012,38052,49.66,3994800
4/8/2019,10.908667,7659000,656.400024,47761,49.810001,3444100
4/9/2019,10.540667,16965000,679.200012,50694,49.009998,5590900
4/10/2019,10.811333,13528500,662.400024,42321,49.509998,3316400
4/11/2019,10.784667,9259500,662.400024,35908,49.470001,3253000
4/12/2019,11.233333,12208500,636,46175,50.450001,3344100
4/15/2019,10.994,9196500,649.200012,37835,50.349998,2784500
4/16/2019,12.041333,19468500,588,90187,50.43,2918000
4/17/2019,12.589333,16183500,561.599976,126988,50.029999,3806100
4/18/2019,12.613333,9463500,559.200012,43564,50.299999,3242500
4/22/2019,12.618667,4671000,560.400024,42690,50.389999,1769000
4/23/2019,12.997333,8796000,543.599976,50932,51.75,3681500
4/24/2019,13.374,11011500,526.799988,81557,51.48,2358500
4/25/2019,12.646,12978000,555.599976,94111,51.34,2976200
4/26/2019,12.329333,13794000,570,145701,52.02,3122800
4/29/2019,12.264667,4995000,572.400024,26022,52.200001,2178500
4/30/2019,12.536667,6696000,560.400024,65543,52.299999,3347400
5/1/2019,12.229333,12915000,573.599976,77117,51.150002,5549000
5/2/2019,12.636667,13312500,554.400024,98486,50.799999,6457000
5/3/2019,12.89,8863500,543.599976,58213,52.25,3004400
5/6/2019,12.256667,17829000,572.400024,122382,51.639999,4728700
5/7/2019,11.362,24256500,613.200012,132298,49.060001,8582200
5/8/2019,11.089333,12007500,627.599976,87939,48.830002,6251000
5/9/2019,10.694667,18993000,649.200012,138092,48.450001,7327200
5/10/2019,10.726,20788500,646.799988,131185,48.970001,7709500
5/13/2019,9.212,24391500,740.400024,166164,45.360001,11209900
5/14/2019,9.871333,17139000,685.200012,110881,46.509998,5962100
5/15/2019,10.113333,14703000,668.400024,91773,47.330002,5612500
5/16/2019,9.6,21981000,703.200012,96258,48.619999,4826100
5/17/2019,9.032667,24265500,745.200012,110800,47.73,6038200
5/20/2019,7.95,26760000,834,171891,46.740002,4861700
5/21/2019,8.45,19236000,781.200012,109762,47.990002,2976300
5/22/2019,7.921333,15225000,830.400024,90309,47.57,3591700
5/23/2019,7.520667,20860500,872.400024,131213,45.889999,7805400
5/24/2019,7.325333,13459500,895.200012,69992,46.060001,3730800
5/28/2019,7.126,13249500,918,84818,44.799999,3667800
5/29/2019,7.222667,20284500,906,166349,43.880001,6781400
5/30/2019,7.387333,19113000,886.799988,122639,44.25,4629500
5/31/2019,7.066667,18478500,922.799988,136636,42.52,5222400
6/3/2019,7.134667,23410500,918,108543,42.099998,7024900
6/4/2019,8.04,32151000,800.400024,128090,44.830002,5976800
6/5/2019,7.88,25533000,816,67144,45.990002,4596300
6/6/2019,8.207333,14176500,783.599976,51161,46.889999,4726000
6/7/2019,8.464667,14091000,757.200012,81526,48.259998,5322800
6/10/2019,9.124667,21726000,697.200012,106727,48.91,5061300
6/11/2019,9.193333,18606000,693.599976,73002,48.880001,3699300
6/12/2019,8.544667,11925000,741.599976,64248,48.630001,3016000
6/13/2019,8.706667,11455500,729.599976,62556,49.240002,3005200
6/14/2019,8.016667,14856000,786,78520,49.009998,2055700
6/17/2019,7.855333,8601000,802.799988,45043,49.110001,1840300
6/18/2019,8.88,26061000,698.400024,154579,50.540001,4199100
6/19/2019,8.897333,13185000,697.200012,65093,50.990002,3775100
6/20/2019,9.144,19162500,675.599976,102173,52.41,4128600
6/21/2019,8.955333,12225000,691.200012,48791,52.16,3595200
6/24/2019,9.014667,9433500,685.200012,56333,51.959999,2137900
6/25/2019,8.619333,12205500,715.200012,61793,50.110001,3304200
6/26/2019,9.429333,19284000,646.799988,76539,50,3243800
6/27/2019,9.845333,13567500,616.799988,50121,50.470001,2230400
6/28/2019,9.886,11226000,618.119995,106400,51.349998,2845800
7/1/2019,10.686,21082500,567.359985,191400,52.560001,4302600
7/2/2019,10.238,12142500,590.880005,109300,53.040001,2114100
7/3/2019,10.078667,9478500,599.52002,69475,54.23,1488400
7/5/2019,9.918,9699000,610.320007,90833,53.990002,3417500
7/8/2019,9.678,8194500,624,89683,53.23,2254400
7/9/2019,9.901333,9168000,610.200012,73208,53.380001,2006500
7/10/2019,10.109333,16626000,598.320007,176608,54.150002,4260700
7/11/2019,10.186,8664000,591.119995,118025,54.470001,3822300
7/12/2019,10.768,12400500,559.200012,124708,55.16,2427200
7/15/2019,11.018667,8479500,545.76001,85708,55.23,1810500
7/16/2019,10.662,9934500,564.47998,115833,54.639999,2263300
7/17/2019,10.751333,7201500,559.440002,78325,53.610001,2837000
7/18/2019,11.244,13081500,534,100708,54.169998,2714000
7/19/2019,11.169333,9180000,536.76001,94558,53.18,2998600
7/22/2019,11.823333,13075500,505.679993,169567,53.580002,2538200
7/23/2019,12.273333,10419000,487.079987,143083,54.73,2622700
7/24/2019,13.392,23553000,442.079987,345450,55.5,2461600
7/25/2019,12.712667,14809500,464.640015,240967,54.66,3708900
7/26/2019,12.703333,8842500,464.640015,105317,55.740002,1860800
7/29/2019,12.801333,7939500,461.76001,168267,55.459999,1802800
7/30/2019,12.714667,5961000,464.160004,205300,55.099998,2480100
7/31/2019,11.486667,21309000,510,411792,53.189999,5429500
8/1/2019,10.797333,25618500,540.47998,377950,51.82,8602200
8/2/2019,10.291333,16612500,564.599976,273308,50.669998,6836200
8/5/2019,8.946667,22728000,638.880005,287608,46.130001,9030500
8/6/2019,9.306,20334000,613.200012,261300,48,5088700
8/7/2019,9.502,19701000,600.599976,265267,48.09,8132300
8/8/2019,10.278667,18787500,552.23999,229542,50.84,5007300
8/9/2019,9.704,17550000,582.599976,203733,49.73,6514200
8/12/2019,9.356,12654000,603.119995,134375,47.959999,4710700
8/13/2019,10.182,19845000,549.960022,171433,50.209999,6105100
8/14/2019,9.227333,27957000,601.559998,155708,45.73,10357600
8/15/2019,9.151333,14976000,605.52002,98508,46.099998,7187300
8/16/2019,9.9,16189500,556.080017,112583,48.080002,4071900
8/19/2019,10.468667,15972000,525.359985,92767,49.810001,4107600
8/20/2019,10.302667,8716500,532.919983,61558,48.68,3963100
8/21/2019,10.594667,9754500,518.159973,74392,49.880001,3273600
8/22/2019,10.583333,9760500,519,82200,49.77,3734400
8/23/2019,9.212,31515000,586.440002,203900,45.98,7886000
8/26/2019,9.44,11319000,571.679993,82058,47.470001,4513000
8/27/2019,9.341333,11251500,577.679993,110850,46.900002,3888400
8/28/2019,9.512667,10600500,567,92208,47.889999,2704800
8/29/2019,10.156667,18906000,528.23999,120808,49.68,3399200
8/30/2019,10.33,10582500,519.119995,102317,49.639999,2942400
9/3/2019,9.792667,12528000,545.880005,107408,48.779999,2787100
9/4/2019,10.593333,19119000,501.23999,120825,50.360001,2422600
9/5/2019,11.582667,17769000,455.040009,252158,52.32,3338800
9/6/2019,11.629333,7131000,453.119995,119683,52.439999,2455200
9/9/2019,11.792667,9319500,446.519989,120642,52.459999,2289300
9/10/2019,11.948,7002000,440.880005,123825,52.52,2827900
9/11/2019,12.483333,9793500,420.959991,155883,53.619999,2772900
9/12/2019,12.593333,11793000,417.720001,177825,54.099998,3661300
9/13/2019,12.479333,6118500,421.200012,139575,53.959999,2551400
9/16/2019,12.225333,6535500,429.720001,104658,53.5,2274700
9/17/2019,12.336667,5451000,426.119995,90500,53.849998,2205800
9/18/2019,12.360667,8751000,425.160004,109242,53.970001,4182300
9/19/2019,12.172667,7227000,432,91500,53.950001,3345100
9/20/2019,11.494,11719500,455.519989,161433,53.060001,3989100
9/23/2019,11.845333,8188500,441.480011,206725,53.139999,2208800
9/24/2019,11.252,18163500,460.440002,230492,51.830002,5967700
9/25/2019,11.827333,11985000,435.839996,133717,52.779999,3930900
9/26/2019,11.864667,10096500,436.079987,144542,52.400002,3742100
9/27/2019,11,17278500,466.320007,233517,51.52,4937100
9/30/2019,11.348,7299000,452.76001,129258,52.310001,3086200
10/1/2019,11.037333,14653500,464.399994,297950,50.389999,6224400
10/2/2019,10.516667,19338000,486.600006,363175,47.779999,8157500
10/3/2019,11.054667,17961000,461.76001,232333,48.860001,7194000
10/4/2019,11.654,13695000,436.920013,151208,50.82,5317500
10/7/2019,11.388667,9079500,446.399994,145033,50.139999,4386700
10/8/2019,10.341333,25107000,487.440002,225325,47.880001,6422500
10/9/2019,10.862667,15838500,462.839996,122792,49.130001,4471100
10/10/2019,11.178667,18492000,449.279999,169542,50.209999,4924000
10/11/2019,11.929333,27876000,419.399994,382967,51.73,6739500
10/14/2019,11.927333,7069500,419.399994,100725,51.59,2638300
10/15/2019,12.709333,19419000,391.679993,327658,53.09,3128800
10/16/2019,12.156667,15471000,408.839996,241108,52.810001,2972300
10/17/2019,12.284,12418500,404.040009,111150,53.189999,3360000
10/18/2019,11.874,14661000,417.959991,203258,52.5,2717600
10/21/2019,12.549333,11613000,394.440002,124833,53.639999,2479500
10/22/2019,12.256,9618000,403.200012,145183,53.029999,3491900
10/23/2019,11.543333,15555000,426.959991,218783,53.529999,2880100
10/24/2019,12.380667,14469000,395.640015,243983,53.73,3816300
10/25/2019,13.142667,18265500,371.519989,374108,54.459999,3881000
10/28/2019,13.832,15250500,351.959991,250275,55.330002,3545200
10/29/2019,13.469333,10779000,361.440002,231833,55.240002,3364000
10/30/2019,13.471333,8559000,361.200012,151275,55.740002,3092500
10/31/2019,13.218,9952500,367.679993,220500,55.240002,3960700
11/1/2019,14.129333,10477500,342.600006,242942,56.799999,3668700
11/4/2019,15.054667,12294000,320.040009,329350,57.450001,2765400
11/5/2019,15.141333,9777000,318.119995,332208,57.259998,2370800
11/6/2019,14.8,11104500,325.799988,316033,57.330002,2527600
11/7/2019,15.090667,12427500,318.839996,307150,57.950001,3925400
11/8/2019,15.331333,7299000,314.279999,236692,58.290001,1814800
11/11/2019,15.082,6657000,319.200012,193850,57.959999,1823700
11/12/2019,15.215333,13849500,316.440002,332233,58.290001,2829400
11/13/2019,15.206667,12061500,316.559998,302300,58.369999,3553300
11/14/2019,15.081333,11265000,319.200012,185333,58.639999,2674500
11/15/2019,15.473333,14211000,310.920013,250808,59.900002,2334300
11/18/2019,15.379333,8130000,313.079987,296617,59.950001,2396900
11/19/2019,15.141333,12429000,317.640015,223942,59.900002,2652800
11/20/2019,14.620667,17808000,328.920013,358392,59.27,4098200
11/21/2019,14.121333,15439500,339.359985,395433,58.990002,2751400
11/22/2019,14.114,10084500,339.959991,254817,59.330002,2318100
11/25/2019,15.140667,14046000,314.640015,316192,60.689999,2161900
11/26/2019,14.936,10887000,319.320007,197917,61.09,1739900
11/27/2019,15.256,7248000,312.480011,120225,61.880001,1718800
11/29/2019,14.762667,4399500,322.559998,138267,61.220001,1221600
12/2/2019,14.113333,13189500,336.959991,317325,59.610001,4023600
12/3/2019,13.468,14646000,352.559998,380433,58.380001,5039100
12/4/2019,14.100667,8785500,336,210358,59.459999,3084000
12/5/2019,14.27,7833000,332.040009,189150,59.860001,2618500
12/6/2019,14.933333,9769500,316.559998,231450,61.41,3133500
12/9/2019,14.681333,4908000,321.600006,195533,60.880001,2375200
12/10/2019,14.844667,7432500,318.359985,253875,60.66,2694900
12/11/2019,15.818,11976000,297.23999,376167,61.169998,2403800
12/12/2019,17.101334,20947500,273.359985,661292,62.740002,6205900
12/13/2019,16.82,21313500,277.799988,433042,62.799999,4764600
12/16/2019,17.297333,10213500,269.640015,368275,64.110001,2623000
12/17/2019,17.524668,9778500,266.160004,244958,64.129997,1778500
12/18/2019,17.499332,7486500,266.640015,288258,64.129997,1701300
12/19/2019,17.910667,7558500,260.040009,239892,64.940002,2176900
12/20/2019,18.486,10882500,251.759995,225708,65.889999,2960200
12/23/2019,18.591333,11043000,249.479996,221117,65.760002,1909300
12/24/2019,18.729334,3774000,247.559998,106042,65.779999,941900
12/26/2019,18.799999,5878500,246.720001,231292,66.779999,2129800
12/27/2019,18.590668,7303500,249.240005,216775,66.739998,2225900
12/30/2019,18.199333,9241500,254.880005,404050,65.57,3645400
12/31/2019,18.321333,5722500,253.080002,349933,66.080002,2683000
1/2/2020,19.464001,10438500,237.360001,374092,67.910004,3682700
1/3/2020,18.412666,14713500,250.199997,395117,66.279999,4668100
1/6/2020,17.828667,11313000,257.640015,376675,67.050003,2946000
1/7/2020,18.747999,10441500,244.679993,362450,66.540001,2767300
1/8/2020,18.789333,10024500,244.199997,325283,67.559998,3876200
1/9/2020,19.114,11472000,239.759995,321167,68.93,2889400
1/10/2020,18.723333,11304000,244.679993,405850,68.279999,3883300
1/13/2020,19.457333,8160000,235.199997,265200,69.760002,2859000
1/14/2020,19.582666,9610500,233.759995,576075,69.379997,3751400
1/15/2020,18.876667,11518500,242.039993,408242,69.870003,3346900
1/16/2020,19.822666,10807500,230.160004,384058,71.510002,3158100
1/17/2020,20.207333,11839500,225.600006,415650,72.25,3368900
1/21/2020,20.17,6961500,226.080002,296042,71.730003,3736300
1/22/2020,20.651333,10747500,220.559998,450983,71.839996,2433100
1/23/2020,21.122667,9354000,215.279999,386192,72.029999,3439700
1/24/2020,20.408667,19885500,222.720001,623292,70.050003,6223400
1/27/2020,18.041332,19500000,248.520004,684958,66.699997,5682800
1/28/2020,19.332666,14221500,230.639999,404117,68.739998,3635700
1/29/2020,18.266666,12270000,243.479996,399475,68.620003,3443600
1/30/2020,18.198668,17106000,244.080002,668992,69.260002,4689600
1/31/2020,16.240667,22954500,270.23999,718092,65.5,8799300
2/3/2020,16.860666,13681500,260.519989,325250,66.889999,4527700
2/4/2020,18.433332,15466500,235.919998,417267,70.010002,4015400
2/5/2020,19.639999,19452000,220.440002,410158,72.349998,4014200
2/6/2020,19.652666,12234000,220.080002,232808,73.129997,3119200
2/7/2020,18.266001,16014000,236.160004,398950,71.910004,3236700
2/10/2020,19.093332,11137500,225.360001,359608,73.470001,2504100
2/11/2020,20.239332,16857000,211.440002,454592,73.919998,3879500
2/12/2020,21.128668,11917500,202.320007,430558,75.300003,2869600
2/13/2020,21.175333,13008000,202.080002,502017,75.07,4065400
2/14/2020,21.039333,11269500,203.160004,389883,75.379997,2484100
2/18/2020,20.165333,16186500,211.800003,411800,74.699997,3819000
2/19/2020,21.732,13075500,195.240005,357658,75.830002,2099700
2/20/2020,20.760668,20755500,203.880005,564108,74.93,5317200
2/21/2020,18.896667,25333500,222.360001,940392,72.510002,4788400
2/24/2020,16.200666,30187500,253.919998,763625,65.309998,8863300
2/25/2020,14.712667,38751000,277.440002,1311858,59.41,11042800
2/26/2020,14.836,33132000,275.040009,1147958,58.669998,11818100
